name;startDate;url;artist;addressCountry;addressLocality;streetAddress;postalCode;coordinates
Metz @ L'Aéronef;2024-11-23T19:00:00;https://www.bandsintown.com/e/105175743-metz-at-l'aeronef?came_from=209;Metz;France;Lille;168 Avenue Willy Brandt;59777;(50.636646, 3.073427)
Metz @ Hare & Hounds;2024-11-25T19:00:00;https://www.bandsintown.com/e/105175730-metz-at-hare-and-hounds?came_from=209;Metz;United Kingdom;Birmingham;106 High St;B14 7JZ;(52.43785, -1.89266)
Metz @ Brudenell Social Club;2024-11-26T19:00:00;https://www.bandsintown.com/e/105175731-metz-at-brudenell-social-club?came_from=209;Metz;United Kingdom;Leeds;33 Queens Rd;LS6 1NY;(53.80986600000001, -1.570749)
Metz @ Future Yard CIC;2024-11-27T19:00:00;https://www.bandsintown.com/e/105175728-metz-at-future-yard-cic?came_from=209;Metz;United Kingdom;Birkenhead;75 Argyle St;CH41 6AB;(53.3913289, -3.0187096)
Metz @ Strange Brew;2024-11-28T19:00:00;https://www.bandsintown.com/e/105175726-metz-at-strange-brew?came_from=209;Metz;United Kingdom;Bristol;10-12 Fairfax St;BS1 3DB;(51.4563759, -2.5924486)
Metz @ Village Underground;2024-11-29T19:00:00;https://www.bandsintown.com/e/105175741-metz-at-village-underground?came_from=209;Metz;United Kingdom;London;55 Holywell Ln;EC2A 3PQ;(51.5236507, -0.0785236)
Cynic @ Avondale Music Hall;2024-11-03T20:00:00;https://www.bandsintown.com/e/105830586-cynic-at-avondale-music-hall?came_from=209;Cynic;United States;Chicago;3336 N Milwaukee Ave;60641;(41.9416859, -87.7284674)
Cynic @ EX THEATER ROPPONGI;2024-11-26T19:00:00;https://www.bandsintown.com/e/105785270-cynic-at-ex-theater-roppongi?came_from=209;Cynic;Japan;Minato City;1-chōme-2-9 Nishiazabu;106-0031;(35.6612634, 139.7272975)
Mouse On The Keys @ ＥＸ　ＴＨＥＡＴＥＲ　ＲＯＰＰＯＮＧＩ;2024-11-20T19:00:00;https://www.bandsintown.com/e/1032517760-mouse-on-the-keys-at?came_from=209;Mouse On The Keys;日本;港区;東京都西麻布１－２－９;1060031;(35.63011, 139.9101)
Thy Catafalque @ Cotton Club Bilbao;2024-10-29T19:00:00;https://www.bandsintown.com/e/105984130-thy-catafalque-at-cotton-club-bilbao?came_from=209;Thy Catafalque;Spain;Bilbao;Gregorio de la Revilla Zumarkalea 25;48010;(43.2598147, -2.9405248000000483)
Thy Catafalque @ Dürer Kert;2024-11-22T21:00:00;https://www.bandsintown.com/e/105877804-thy-catafalque-at-durer-kert?came_from=209;Thy Catafalque;Hungary;Budapest;Öböl u. 1.;1117;(47.459974, 19.0573121)
Thy Catafalque @ Dürer Kert;2024-11-23T19:00:00;https://www.bandsintown.com/e/105877806-thy-catafalque-at-durer-kert?came_from=209;Thy Catafalque;Hungary;Budapest;Öböl u. 1.;1117;(47.459974, 19.0573121)
Long Distance Calling @ Kulturzentrum dasHaus;2024-11-29T20:00:00;https://www.bandsintown.com/e/1032811265-long-distance-calling-at-kulturzentrum-dashaus?came_from=209;Long Distance Calling;Germany;Ludwigshafen Am Rhein;Bahnhofstraße 30;67059;(49.4820383, 8.442942200000061)
Long Distance Calling @ Böröm Pöm Pöm;2024-11-30T20:45:00;https://www.bandsintown.com/e/1032784635-long-distance-calling-at-borom-pom-pom?came_from=209;Long Distance Calling;Switzerland;Oberentfelden;Köllikerstrasse 32;5036;(47.352861, 8.041782999999999)
Ghost Bath @ Kollektivet Livet Bar & Scen;2024-10-21T18:30:00;https://www.bandsintown.com/e/1031993051-ghost-bath-at-kollektivet-livet-bar-and-scen?came_from=209;Ghost Bath;Sweden;Stockholm;Stadsgårdsterminalen;116 45;(59.3192713, 18.078035)
Ghost Bath @ Musikens Hus;2024-10-22T19:00:00;https://www.bandsintown.com/e/1031977507-ghost-bath-at-musikens-hus?came_from=209;Ghost Bath;Sweden;Göteborg;Djurgårdsgatan 13;41462;(57.697893, 11.93106499999999)
Ghost Bath @ Plan B;2024-10-23T18:30:00;https://www.bandsintown.com/e/105852803-ghost-bath-at-plan-b?came_from=209;Ghost Bath;Sweden;Malmö;Norra Grängesbergsgatan 26B;214 50;(55.5838462, 13.026682)
Ghost Bath @ Forbrændingen;2024-10-24T18:30:00;https://www.bandsintown.com/e/105852863-ghost-bath-at-forbraendingen?came_from=209;Ghost Bath;Denmark;Albertslund;Vognporten 11;2620;(55.656845, 12.351719)
Ghost Bath @ Kultur Palast Rieckhoffstrasse;2024-10-25T18:30:00;https://www.bandsintown.com/e/105852869-ghost-bath-at-kultur-palast-rieckhoffstrasse?came_from=209;Ghost Bath;Germany;Hamburg;Rieckhoffstraße 12;21073;(53.4576494, 9.9860654)
Ghost Bath @ Live Music Center Emden;2024-10-26T18:30:00;https://www.bandsintown.com/e/105852872-ghost-bath-at-live-music-center-emden?came_from=209;Ghost Bath;Germany;Schiffdorf;Nordstraße 66;27619;(53.5780811, 8.628238999999999)
Ghost Bath @ Muziekgieterij;2024-10-27T12:00:00;https://www.bandsintown.com/e/105852885-ghost-bath-at-muziekgieterij?came_from=209;Ghost Bath;Netherlands;Maastricht;Boschstraat 5;6211 AS;(50.85731500000001, 5.690566)
Ghost Bath @ Petit Bain;2024-10-28T19:00:00;https://www.bandsintown.com/e/1031980291-ghost-bath-at-petit-bain?came_from=209;Ghost Bath;France;Paris;7 Port de la Gare;75013;(48.8355263, 2.3767124)
Ghost Bath @ Underworld;2024-10-29T19:00:00;https://www.bandsintown.com/e/1031971731-ghost-bath-at-underworld?came_from=209;Ghost Bath;United Kingdom;London;174 Camden High St;NW1 0NE;(51.5392257, -0.1421401)
Ghost Bath @ The Fleece;2024-10-30T19:00:00;https://www.bandsintown.com/e/1031971914-ghost-bath-at-the-fleece?came_from=209;Ghost Bath;United Kingdom;Bristol;12 St Thomas St;BS1 6JJ;(51.4522295, -2.5894144)
Ghost Bath @ Chalk;2024-10-31T19:00:00;https://www.bandsintown.com/e/1031980849-ghost-bath-at-chalk?came_from=209;Ghost Bath;United Kingdom;Brighton And Hove;48 Trafalgar Street Brighton;BN1 4ED;(50.828329, -0.1393773)
Ghost Bath @ Le Belvédère;2024-11-01T18:30:00;https://www.bandsintown.com/e/105852890-ghost-bath-at-le-belvedere?came_from=209;Ghost Bath;Belgium;Beauraing;Rue de Bouillon 191;5570;(50.1076094, 4.9633351)
Ghost Bath @ Dynamo;2024-11-02T15:00:00;https://www.bandsintown.com/e/105852899-ghost-bath-at-dynamo?came_from=209;Ghost Bath;Switzerland;Zürich;Wasserwerkstrasse 21;8006;(47.383401, 8.5393821)
Ghost Bath @ Legend Club;2024-11-03T18:30:00;https://www.bandsintown.com/e/105852905-ghost-bath-at-legend-club?came_from=209;Ghost Bath;Italy;Milano;Viale Enrico Fermi;20161;(45.516177, 9.1795117)
Ghost Bath @ MS Connexion Complex;2024-11-04T18:30:00;https://www.bandsintown.com/e/105852910-ghost-bath-at-ms-connexion-complex?came_from=209;Ghost Bath;Germany;Mannheim;Angelstraße 33;68199;(49.449421, 8.49587)
Ghost Bath @ Rockhouse;2024-11-05T18:30:00;https://www.bandsintown.com/e/105852915-ghost-bath-at-rockhouse?came_from=209;Ghost Bath;Austria;Salzburg;Schallmooser Hauptstraße 46;5020;(47.8, 13.0333333)
Ghost Bath @ Klub Kwadrat;2024-11-06T20:00:00;https://www.bandsintown.com/e/1031980258-ghost-bath-at-klub-kwadrat?came_from=209;Ghost Bath;Poland;Kraków;ul. Skarżyńskiego 1;31-866;(50.0839039, 19.9964117)
Ghost Bath @ Proxima;2024-11-07T20:00:00;https://www.bandsintown.com/e/1031981364-ghost-bath-at-proxima?came_from=209;Ghost Bath;Poland;Warsaw;Żwirki i Wigury 99A;02-089;(52.212567, 20.987187)
Ghost Bath @ Klub 2progi;2024-11-08T20:00:00;https://www.bandsintown.com/e/1031980611-ghost-bath-at-klub-2progi?came_from=209;Ghost Bath;Poland;Poznań;Al. Niepodległości 36;61-714;(52.414781, 16.9269159)
Ghost Bath @ ORWOhaus;2024-11-09T14:00:00;https://www.bandsintown.com/e/105852922-ghost-bath-at-orwohaus?came_from=209;Ghost Bath;Germany;Berlin;Frank-Zappa-Straße 19;12681;(52.53733, 13.52953)
Ghost Bath @ The Sanctuary Detroit;2025-02-20T19:00:00;https://www.bandsintown.com/e/105881342-ghost-bath-at-the-sanctuary-detroit?came_from=209;Ghost Bath;United States;Hamtramck;2932 Caniff St;48212;(42.3999817, -83.0590481)
Ghost Bath @ Velvet Underground;2025-02-21T19:00:00;https://www.bandsintown.com/e/105881586-ghost-bath-at-velvet-underground?came_from=209;Ghost Bath;Canada;Toronto;508 Queen St W;M5V 2B3;(43.647796, -79.401321)
Ghost Bath @ Foufounes Électriques;2025-02-22T19:00:00;https://www.bandsintown.com/e/105881588-ghost-bath-at-foufounes-electriques?came_from=209;Ghost Bath;Canada;Montreal;87 Rue Ste-Catherine E;H2X 1K5;(45.51101269999999, -73.56319189999999)
Ghost Bath @ Brighton Music Hall;2025-02-23T19:00:00;https://www.bandsintown.com/e/105881596-ghost-bath-at-brighton-music-hall?came_from=209;Ghost Bath;United States;Allston;158 Brighton Ave;02134;(42.3527158, -71.1325832)
Ghost Bath @ Gramercy Theatre;2025-02-24T19:00:00;https://www.bandsintown.com/e/105881598-ghost-bath-at-gramercy-theatre?came_from=209;Ghost Bath;United States;New York;127 E 23rd St;11226;(40.7398753, -73.9849625)
Ghost Bath @ Baltimore Soundstage;2025-02-25T19:00:00;https://www.bandsintown.com/e/105881600-ghost-bath-at-baltimore-soundstage?came_from=209;Ghost Bath;United States;Baltimore;124 Market Pl;21202;(39.2876463, -76.60706859999999)
Ghost Bath @ Hangar 1819;2025-02-26T19:00:00;https://www.bandsintown.com/e/105881608-ghost-bath-at-hangar-1819?came_from=209;Ghost Bath;United States;Greensboro;1819 Spring Garden St;27403;(36.0635964, -79.82258519999999)
Ghost Bath @ The EARL;2025-02-27T19:00:00;https://www.bandsintown.com/e/105881612-ghost-bath-at-the-earl?came_from=209;Ghost Bath;United States;Atlanta;488 Flat Shoals Ave SE;30316;(33.7409772, -84.3459049)
Ghost Bath @ Conduit;2025-02-28T19:00:00;https://www.bandsintown.com/e/105881613-ghost-bath-at-conduit?came_from=209;Ghost Bath;United States;Winter Park;6700 Aloma Ave;32792;(28.6048195, -81.2987194)
Ghost Bath @ Handlebar;2025-03-01T19:00:00;https://www.bandsintown.com/e/105881615-ghost-bath-at-handlebar?came_from=209;Ghost Bath;United States;Pensacola;319 N Tarragona St;32501;(30.4178219, -87.213974)
Ghost Bath @ House of Blues Houston;2025-03-02T19:00:00;https://www.bandsintown.com/e/105881618-ghost-bath-at-house-of-blues-houston?came_from=209;Ghost Bath;United States;Houston;1204 Caroline St;77002;(29.753847, -95.363704)
Ghost Bath @ Come and Take It Live;2025-03-03T19:00:00;https://www.bandsintown.com/e/105881621-ghost-bath-at-come-and-take-it-live?came_from=209;Ghost Bath;United States;Austin;2015 E Riverside Dr Bldg 4;78741;(30.2408546, -97.7288765)
Ghost Bath @ Launchpad;2025-03-04T19:00:00;https://www.bandsintown.com/e/105881627-ghost-bath-at-launchpad?came_from=209;Ghost Bath;United States;Albuquerque;618 Central Ave SW;87102;(35.0846639, -106.6548552)
Ghost Bath @ The Rebel Lounge;2025-03-05T19:00:00;https://www.bandsintown.com/e/105881633-ghost-bath-at-the-rebel-lounge?came_from=209;Ghost Bath;United States;Phoenix;2303 E Indian School Road;85016;(33.494519, -112.0320698)
Ghost Bath @ Brick By Brick;2025-03-06T19:00:00;https://www.bandsintown.com/e/105881636-ghost-bath-at-brick-by-brick?came_from=209;Ghost Bath;United States;San Diego;1130 Buenos Ave;92110;(32.7686909, -117.2010847)
Ghost Bath @ Echoplex;2025-03-07T19:00:00;https://www.bandsintown.com/e/105881642-ghost-bath-at-echoplex?came_from=209;Ghost Bath;United States;Los Angeles;1154 Glendale Blvd;90026;(34.0776187, -118.2605272)
Ghost Bath @ Neck Of the Woods;2025-03-08T19:00:00;https://www.bandsintown.com/e/105881646-ghost-bath-at-neck-of-the-woods?came_from=209;Ghost Bath;United States;San Francisco;406 Clement St;94118;(37.7831219, -122.4637525)
Ghost Bath @ Bossanova Ballroom;2025-03-09T19:00:00;https://www.bandsintown.com/e/105881648-ghost-bath-at-bossanova-ballroom?came_from=209;Ghost Bath;United States;Portland;722 E Burnside St;97214;(45.5226976, -122.6582929)
Ghost Bath @ El Corazon;2025-03-10T19:00:00;https://www.bandsintown.com/e/105881649-ghost-bath-at-el-corazon?came_from=209;Ghost Bath;United States;Seattle;109 Eastlake Ave E;98109;(47.6187576, -122.32934)
Ghost Bath @ Metro Music Hall;2025-03-12T19:00:00;https://www.bandsintown.com/e/105881652-ghost-bath-at-metro-music-hall?came_from=209;Ghost Bath;United States;Salt Lake City;615 W 100 S;84101;(40.7669525, -111.9089641)
Ghost Bath @ Bluebird Theater;2025-03-13T19:00:00;https://www.bandsintown.com/e/105881653-ghost-bath-at-bluebird-theater?came_from=209;Ghost Bath;United States;Denver;3317 E Colfax Av;80206;(39.7403313, -104.9484849)
Ghost Bath @ Reverb Lounge;2025-03-14T19:00:00;https://www.bandsintown.com/e/105881659-ghost-bath-at-reverb-lounge?came_from=209;Ghost Bath;United States;Omaha;6121 Military Ave;68104;(41.2854398, -96.0086022)
Ghost Bath @ Reggies Rock Club;2025-03-15T19:00:00;https://www.bandsintown.com/e/105881663-ghost-bath-at-reggies-rock-club?came_from=209;Ghost Bath;United States;Chicago;2109 S State St;60616;(41.8538952, -87.62687900000003)
Ghost Bath @ Hendrix Bar;2025-05-03T17:00:00;https://www.bandsintown.com/e/105977531-ghost-bath-at-hendrix-bar?came_from=209;Ghost Bath;Mexico;Mexico City;Jardín Azpeitia;02530;(19.4688048, -99.1752669)
Ghost Bath @ Tolminator;2025-07-23T12:00:00;https://www.bandsintown.com/e/105852929-ghost-bath-at-tolminator?came_from=209;Ghost Bath;Slovenia;Tolmin;Dijaška ulica 18;5220;(46.1749267, 13.7375148)
Ben Frost @ Fabric;2024-11-21T19:30:00;https://www.bandsintown.com/e/105919317-ben-frost-at-fabric?came_from=209;Ben Frost;United Kingdom;London;77A Charterhouse St;EC1M 6HJ;(51.5195807, -0.1024841)
Il teatro degli orrori @ VOX CLUB;2025-02-20T21:00:00;https://www.bandsintown.com/e/1033265969-il-teatro-degli-orrori-at-vox-club?came_from=209;Il teatro degli orrori;Italy;Nonantola;Viale Vittorio Veneto 13;41015;(44.67846420000001, 11.040093699999943)
Il teatro degli orrori @ Teatro Cartiere Carrara;2025-02-25T21:00:00;https://www.bandsintown.com/e/1033266936-il-teatro-degli-orrori-at-teatro-cartiere-carrara?came_from=209;Il teatro degli orrori;Italy;Firenze;via Fabrizio de André angolo;50136;(43.7665857, 11.2960141)
Il teatro degli orrori @ Estragon;2025-02-26T21:00:00;https://www.bandsintown.com/e/1033266618-il-teatro-degli-orrori-at-estragon?came_from=209;Il teatro degli orrori;Italy;Bologna;83 Via Stalingrado;40128;(44.52369, 11.3690083)
Il teatro degli orrori @ Teatro della concordia;2025-03-01T21:00:00;https://www.bandsintown.com/e/1033265876-il-teatro-degli-orrori-at-teatro-della-concordia?came_from=209;Il teatro degli orrori;Italy;Venaria Reale;Corso Puccini;10078;(45.1165845, 7.6249737)
Il teatro degli orrori @ Hall;2025-03-05T21:00:00;https://www.bandsintown.com/e/1033265959-il-teatro-degli-orrori-at-hall?came_from=209;Il teatro degli orrori;Italy;Padova;Via Nona Strada 11b;35100;(45.40797, 11.88586)
Il teatro degli orrori @ Atlantico;2025-03-12T21:00:00;https://www.bandsintown.com/e/1033266575-il-teatro-degli-orrori-at-atlantico?came_from=209;Il teatro degli orrori;Italy;Roma;Viale dell'Oceano Atlantico 271D;00144;(41.8174695, 12.4650974)
Il teatro degli orrori @ Casa Della Musica - Federico I - Napoli;2025-03-13T21:00:00;https://www.bandsintown.com/e/1033266888-il-teatro-degli-orrori-at-casa-della-musica-federico-i-napoli?came_from=209;Il teatro degli orrori;Italy;Napoli;Via Corrado Barbagallo 115;80125;(40.8208201, 14.17828129999998)
Il teatro degli orrori @ Eremo Club;2025-03-14T21:00:00;https://www.bandsintown.com/e/1033266407-il-teatro-degli-orrori-at-eremo-club?came_from=209;Il teatro degli orrori;Italy;Molfetta;S.P. Molfetta;70056;(41.1931295, 16.6292811)
Il teatro degli orrori @ Alcatraz;2025-03-18T21:00:00;https://www.bandsintown.com/e/1033266542-il-teatro-degli-orrori-at-alcatraz?came_from=209;Il teatro degli orrori;Italy;Milan;Via Valtellina 25;20159;(45.494689, 9.182657999999947)
TotorRo @ Le Ferrailleur;2024-11-23T20:30:00;https://www.bandsintown.com/e/1032896232-totorro-at-le-ferrailleur?came_from=209;TotorRo;France;Nantes;Quai des Antilles;44200;(47.2017591, -1.572146699999962)
Shubh Saran @ Racket NYC;2025-02-03T20:00:00;https://www.bandsintown.com/e/1033154928-shubh-saran-at-racket-nyc?came_from=209;Shubh Saran;United States;New York;431 W 16th St;10011;(40.74308690000001, -74.0057291)
Monika Roscher Bigband @ Z-Bau;2024-11-30T20:00:00;https://www.bandsintown.com/e/104948455-monika-roscher-bigband-at-z-bau?came_from=209;Monika Roscher Bigband;Germany;Nürnberg;Frankenstraße 200;90461;(49.43056139999999, 11.09474)
Monika Roscher Bigband @ Jazz Club Regensburg e.V.;2024-12-26T20:00:00;https://www.bandsintown.com/e/106031143-monika-roscher-bigband-at-jazz-club-regensburg-e.v.?came_from=209;Monika Roscher Bigband;Germany;Regensburg;Bertoldstraße 9;93047;(49.01828, 12.10348)
Monika Roscher Bigband @ Kulturzentrum Pavillon;2024-12-27T20:00:00;https://www.bandsintown.com/e/1030444203-monika-roscher-bigband-at-kulturzentrum-pavillon?came_from=209;Monika Roscher Bigband;Germany;Hannover;Lister Meile 4;30161;(52.37052, 9.73322)
Zeta @ Brick By Brick;2024-10-18T18:00:00;https://www.bandsintown.com/e/1032605504-zeta-at-brick-by-brick?came_from=209;Zeta;United States;San Diego;1130 Buenos Ave;92110;(32.7686909, -117.2010847)
Zeta @ Asbury Lanes;2025-03-13T19:00:00;https://www.bandsintown.com/e/105983322-zeta-at-asbury-lanes?came_from=209;Zeta;United States;Asbury Park;209 4th Ave;07712;(40.2232426, -74.00191940000002)
Zeta @ Music Hall of Williamsburg;2025-03-14T19:00:00;https://www.bandsintown.com/e/105983324-zeta-at-music-hall-of-williamsburg?came_from=209;Zeta;United States;Brooklyn;66 North 6th St;11211;(40.7191529, -73.96174719999999)
Zeta @ Paradise Rock Club;2025-03-15T19:00:00;https://www.bandsintown.com/e/105983328-zeta-at-paradise-rock-club?came_from=209;Zeta;United States;Boston;967 Commonwealth Ave;02215;(42.3521732, -71.11937560000001)
Sleepytime Gorilla Museum @ Fernhill Farm;2025-08-14T11:00:00;https://www.bandsintown.com/e/1033149586-sleepytime-gorilla-museum-at-fernhill-farm?came_from=209;Sleepytime Gorilla Museum;United Kingdom;Bristol;Compton Martin;;(51.45523, -2.59665)
Sandia @ Beit Haamudim - בית העמודים;2024-11-01T21:30:00;https://www.bandsintown.com/e/105975248-sandia-at-beit-haamudim?came_from=209;Sandia;Israel;Tel Aviv-yafo;Rambam St 14;;(32.067745, 34.769636200000036)
Sandia @ המרץ 2;2024-11-16T20:30:00;https://www.bandsintown.com/e/106003586-sandia-at-2?came_from=209;Sandia;Israel;Tel Aviv-jaffa;Shvil ha-Merets 2;;(32.0519218, 34.77288430000001)
Lorenzo Senni @ Fira Montjuïc;2024-11-08T17:30:00;https://www.bandsintown.com/e/1031773913-lorenzo-senni-at-fira-montjuic?came_from=209;Lorenzo Senni;Spain;Barcelona;12 Avinguda de Rius i Taulet;;(41.38879, 2.15899)
Zu @ Social Center TPO;2024-10-26T16:00:00;https://www.bandsintown.com/e/1033186127-zu-at-social-center-tpo?came_from=209;Zu;Italy;Bologna;Via Camillo Casarini;40131;(44.5045228, 11.3279369)
Zu @ Social Center TPO;2024-10-27T16:00:00;https://www.bandsintown.com/e/1033186101-zu-at-social-center-tpo?came_from=209;Zu;Italy;Bologna;Via Camillo Casarini;40131;(44.5045228, 11.3279369)
Zu @ The Factory;2025-01-18T21:00:00;https://www.bandsintown.com/e/1033243271-zu-at-the-factory?came_from=209;Zu;Italy;San Martino Buon Albergo;Viale del Lavoro 7,;37036;(45.4164678, 11.0952956)
Valerian Swing @ Blah Blah;2024-10-17T21:30:00;https://www.bandsintown.com/e/105998414-valerian-swing-at-blah-blah?came_from=209;Valerian Swing;Italy;Turin;Via Po, 21;10124;(45.065334, 7.677975)
Valerian Swing @ Bloom;2024-10-18T21:00:00;https://www.bandsintown.com/e/1033049954-valerian-swing-at-bloom?came_from=209;Valerian Swing;Italy;Mezzago;Via Eugenio Curiel;20883;(45.63107979999999, 9.4420402)
Valerian Swing @ Scuola Corte dei Miracoli (CDM) Centro Culture Contemporanee;2024-10-19T21:30:00;https://www.bandsintown.com/e/106003280-valerian-swing-at-scuola-corte-dei-miracoli-(cdm)-centro-culture-contemporanee?came_from=209;Valerian Swing;Italy;Siena;Via Roma;53100;(43.31442939999999, 11.3372006)
Valerian Swing @ Circolo Mattatoyo;2024-11-22T21:30:00;https://www.bandsintown.com/e/106014394-valerian-swing-at-circolo-mattatoyo?came_from=209;Valerian Swing;Italy;Carpi;Via Rodolfo Pio;41012;(44.78322189999999, 10.8871038)
Valerian Swing @ Circolo Barabini di Trasta;2024-11-23T21:30:00;https://www.bandsintown.com/e/106014451-valerian-swing-at-circolo-barabini-di-trasta?came_from=209;Valerian Swing;Italy;Cancello;Salita Ca' dei Trenta;16161;(44.4524425, 8.8911221)
Zeus @ Hole In the Wall;2024-10-30T20:00:00;https://www.bandsintown.com/e/1033277146-zeus-at-hole-in-the-wall?came_from=209;Zeus;United States;Austin;2538 Guadalupe St;78705;(30.2900873, -97.7416039)
